Song,Performer
Chained,['Marvin Gaye']
Chained And Bound,['Otis Redding']
Chained To The Rhythm,['Katy Perry Featuring Skip Marley']
Chains,['Tina Arena' 'The Cookies' 'Nick Jonas']
Chains And Things,['B.B. King']
Chains Around My Heart,['Richard Marx']
Chains Of Love,['Erasure' 'Bobby Bland' 'The Drifters']
Chainsaw,['The Band Perry']
Chairman Of The Board,['Chairman Of The Board']
Chameleon,['Herbie Hancock']
Champagne Jam,['Atlanta Rhythm Section']
Champagne Life,['Ne-Yo']
Champion,['NAV Featuring Travis Scott']
Champions,"['Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner']"
Championships,['Meek Mill']
Chances,['Five For Fighting']
Chandelier,['Sia']
Chanel,['Frank Ocean']
Chanel (Go Get It),['Young Thug Featuring Gunna & Lil Baby']
Change,['Taylor Swift' 'J. Cole' 'Lisa Stansfield' 'John Waite' 'Tears For Fears']
Change Clothes,['JAY-Z']
Change Lanes,['Kevin Gates']
Change Locations,['Drake & Future']
Change Me,['Justin Bieber' 'Ruben Studdard']
Change My Mind,['Meghan Linsey']
Change Of Heart,"['Cyndi Lauper' 'Eric Carmen' 'Tom Petty And The Heartbreakers'
 'Dennis Yost And The Classics IV']"
Change Partners,['Stephen Stills']
Change The Game,"['Jay-Z, Beanie Sigel And Memphis Bleek']"
Change The World,['Eric Clapton']
Change With The Times,['Van Mccoy']
Change Your Mind,['Sister Hazel']
Changed,['Rascal Flatts']
Changed It,['Nicki Minaj & Lil Wayne']
Changes,"['David Bowie' 'XXXTENTACION' '2Pac' 'Loggins & Messina'
 'Crispian St. Peters']"
"Changes In Latitudes, Changes In Attitudes",['Jimmy Buffett']
Chantaje,['Shakira Featuring Maluma']
Chante's Got A Man,['Chante Moore']
Chantilly Lace,['Big Bopper' 'Jerry Lee Lewis']
Chapel By The Sea,['Billy Vaughn And His Orchestra']
Chapel In The Moonlight,['The Bachelors']
Chapel Of Dreams,['The Dubs']
Chapel Of Love,['The Dixie Cups']
Charade,"['Henry Mancini And His Orchestra' 'Sammy Kaye And His Orchestra'
 'Andy Williams']"
Charged Up,['Drake']
Chariot,['Gavin DeGraw']
Chariot Rock,['The Champs']
Chariots Of Fire - Titles,['Vangelis']
Charity Ball,['Fanny']
Charlena,['The Sevilles']
Charlene,['Anthony Hamilton']
Charlie Brown,['The Coasters']
Charlie Last Name: Wilson,['Charlie Wilson']
Charm The Snake,['Christopher Cross']
Charmer,['Tim Moore']
Charms,['Bobby Vee']
Chase,['Giorgio Moroder']
Chase The Clouds Away,['Chuck Mangione']
Chasin' The Wind,['Chicago']
Chasing Cars,['Snow Patrol']
Chasing Pavements,['Adele']
Chasing The Sun,['The Wanted' 'Hilary Duff']
Chattahoochee,['Alan Jackson']
Chattanooga Choo Choo,['Tuxedo Junction' 'Floyd Cramer' 'Ernie Fields & Orch.' 'Harpers Bizarre']
Chattanooga Shoe Shine Boy,['Freddy Cannon']
Cheap Sunglasses,['ZZ Top']
Cheap Thrills,['Sia Featuring Sean Paul']
Cheaper To Keep Her,['Johnnie Taylor']
Cheated (To All The Girls),['Wyclef Jean Featuring Queen Pen & The Product']
Cheatin',['Sara Evans']
Check,['Young Thug']
Check It Out,['Tavares' 'will.i.am & Nicki Minaj' 'John Mellencamp' 'Bobby Womack']
Check My Brain,['Alice In Chains']
Check On It,['Beyonce Featuring Slim Thug']
Check Out Your Mind,['The Impressions']
Check Yes Juliet (Run Baby Run),['WE the Kings']
Check Yo Self,['Ice Cube Featuring Das EFX']
Check Yourself,['I.A.P. Co. (the Italian Asphalt & Pavement Company)']
Cheer,['Potliquor']
Cheerleader,['OMI']
Cheers (Drink To That),['Rihanna']
Cheers 2 U,['Playa']
Cheeseburger In Paradise,['Jimmy Buffett']
Chelsea Morning,['Judy Collins']
Chemicals React,['Aly & AJ']
Cherchez LaGhost,['Ghostface Killah']
Cherish,['Kool & The Gang' 'Madonna' 'The Association' 'David Cassidy']
Cherish What Is Dear To You (While It's Near to You),['Freda Payne']
Cherié,['Bobby Rydell']
Cherokee,['Europe']
Cherry,['Harry Styles']
Cherry Baby,['Starz']
Cherry Berry Wine,['Charlie Mccoy']
Cherry Bomb,['John Mellencamp']
Cherry Hill Park,['Billy Joe Royal']
Cherry Pie,['Skip And Flip' 'Warrant']
Cherry Pink And Apple Blossom White,"[""Jerry Murad's Harmonicats""]"
"Cherry, Cherry",['Neil Diamond']
Cherrystone,['Addrisi Brothers']
Cheryl Moana Marie,['John Rowles']
Chevy Van,['Sammy Johns']
Chewy Chewy,['Ohio Express']
Cheyenne,['Jason Derulo']
Chicago,['Graham Nash']
Chick-A-Boom (Don't Ya Jes' Love It),['Daddy Dewdrop']
Chicken Feed,['Bent Fabric and His Piano']
Chicken Fried,['Zac Brown Band']
Chicken Noodle Soup,['j-hope Featuring Becky G.']
Chicken Noodle Soup.,['Webstar & Young B Featuring The Voice Of Harlem']
Chicken Strut,['The Meters']
Chickenhead,['Project Pat']
Chicks Dig It,['Chris Cagle']
Chico And The Man,['Jose Feliciano']
Chief Rocka,['Lords Of The Underground']
Child Of Clay,['Jimmie Rodgers']
Child Of God,['Bobby Darin']
Child Of Our Times,['Barry McGuire']
Children,['Robert Miles' 'Justin Bieber' 'Joe South']
Children Of The Night,['Richard Marx']
Children Of The Sun,['Billy Thorpe']
Childs Play,['Drake']
Chill Bill,['Rob $tone Featuring J. Davi$ & Spooks']
Chillin,['Wale Featuring Lady Gaga']
Chillin' It,['Cole Swindell']
Chillin' Like A Villain,"['Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope']"
Chills And Fever,['Ronnie Love And His Orchestra']
"Chim, Chim, Cheree",['The New Christy Minstrels']
China,"['Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin' 'Red Rockers']"
China Doll,['The Ames Brothers']
China Girl,['David Bowie']
China Grove,['The Doobie Brothers']
China Nights (Shina No Yoru),['Kyu Sakamoto']
Chinese Checkers,"[""Booker T. & The MG's""]"
Chinese Democracy,"[""Guns N' Roses""]"
Chinese Food,['Alison Gold']
Chinese Kung Fu,['Banzaii']
Ching-A-Ling,['Missy Elliott']
Chip Away The Stone,['Aerosmith']
Chip Chip,['Gene McDaniels']
Chip Off The Old Block,['Eddy Arnold']
Chiquitita,['ABBA']
Chirpy Chirpy Cheep Cheep,['Mac And Katie Kissoon']
"Chirpy Chirpy, Cheep Cheep",['Lally Stott']
Chitty Chitty Bang Bang,['Paul Mauriat']
Chloe,['Elton John']
Chloe (You're The One I Want),['Emblem3']
Chocolate,['The 1975']
Chocolate Chip,['Isaac Hayes']
Chocolate City,['Parliament']
Choice Of Colors,['The Impressions']
Choo Choo Mama,['Ten Years After']
Choo Choo Train,['The Box Tops']
Choose,['Color Me Badd']
Chop Suey,['System Of A Down']
Choppa Style,['Choppa Featuring Master P']
Chopped 'N' Skrewed,['T-Pain Featuring Ludacris']
Chorus,['Erasure']
Christine Sixteen,['KISS']
Christmas (Baby Please Come Home),['Darlene Love']
Christmas Auld Lang Syne,['Bobby Darin']
Christmas Dream,['Perry Como']
Christmas For Cowboys,['John Denver']
Christmas Lights,['Coldplay']
Christmas Song (Chestnuts Roasting On An Open Fire),['Justin Bieber Featuring Usher']
Christmas Tree Farm,['Taylor Swift']
Chrome,['Trace Adkins']
Chuck E.'s In Love,['Rickie Lee Jones']
Chug-A-Lug,['Roger Miller']
Chun-Li,['Nicki Minaj']
Church,['Bob Welch']
Church Bells,['Carrie Underwood']
Church Of The Poison Mind,['Culture Club']
Church Of Your Heart,['Roxette']
Church Street Soul Revival,['Tommy James']
"Ciao, Ciao Bambina",['Jacky Noguez And His Musette Orchestra']
Cigarettes And Coffee Blues,['Marty Robbins']
Cimarron (Roll On),['Billy Vaughn And His Orchestra']
Cinderella,['Jack Ross' 'Firefall' 'Paul Anka' 'The Four Preps']
Cinderella Rockefella,['Esther & Abi Ofarim']
Cinderella Sunshine,['Paul Revere & The Raiders Featuring Mark Lindsay']
Cindy Incidentally,['Faces']
Cindy's Birthday,['Johnny Crawford']
Cindy's Gonna Cry,['Johnny Crawford']
Cinnamon,['Derek']
Cinnamon Girl,['The Gentrys' 'Neil Young & Crazy Horse']
Circle,['Edie Brickell & New Bohemians' 'Marques Houston']
Circle In The Sand,['Belinda Carlisle']
"Circle Of Life (From ""The Lion King"")",['Elton John']
Circle Of Love,['The Steve Miller Band']
Circle The Drain,['Katy Perry']
Circles,['Post Malone' 'Atlantic Starr' 'The New Seekers']
Circus,['Britney Spears']
Cissy Strut,['The Meters']
Citizen/Soldier,['3 Doors Down']
City In The Sky,['The Staple Singers']
City Lights,['Ray Price' 'Debbie Reynolds' 'Ivory Joe Hunter']
Clair,"[""Gilbert O'Sullivan""]"
Clap Back,['Ja Rule']
Clap For The Wolfman,['The Guess Who']
Clap Your Hands,['The Beau-Marks']
Clarity,['Zedd Featuring Foxes']
Class Reunion (That Used To Be Us),['Lonestar']
Classic,['MKTO']
Classic Man,['Jidenna Featuring Roman GianArthur']
Classical Gas,['Mason Williams']
Clean Up Woman,['Betty Wright']
Clean Up Your Own Back Yard,['Elvis Presley']
Cleanin' Out My Closet,['Eminem']
Cleanin' Up The Town,['Bus Boys']
Cleaning This Gun (Come On In Boy),['Rodney Atkins']
Clementine,['Bobby Darin' 'Jan & Dean']
Cleo's Back,['Jr. Walker & The All Stars']
Cleo's Mood,['Jr. Walker & The All Stars']
Cleopatra's Cat,['Spin Doctors']
Cleopatra's Theme,['Cleopatra']
Climax,['Usher']
Climb Ev'ry Mountain,['Tony Bennett']
Climb Every Mountain,['Jordan Smith' 'The Hesitations']
Clinging Vine,['Bobby Vinton']
Clint Eastwood,['Gorillaz']
Clique,"['Kanye West, Jay-Z, Big Sean']"
Clock Strikes,['Timbaland & Magoo']
Clocks,['Coldplay']
Clones (We're All),['Alice Cooper']
Close,['Nick Jonas Featuring Tove Lo' 'Rae Sremmurd & Travis Scott']
Close Enough To Perfect,['Alabama']
Close Friends,['Lil Baby']
Close My Eyes Forever,['Lita Ford (Duet With Ozzy Osbourne)']
Close The Door,['Teddy Pendergrass']
Close To Cathy,['Mike Clifford']
Close To Me,['Ellie Goulding X Diplo Featuring Swae Lee' 'The Cure']
Close To You,['Fun Factory' 'Maxi Priest' 'B.T. Express']
Close Together,['Jimmy Reed']
Close Your Eyes,['Edward Bear' 'Parmalee' 'Peaches & Herb']
Closed On Sunday,['Kanye West']
Closer,"['The Chainsmokers Featuring Halsey' 'Nine Inch Nails' 'Ne-Yo' 'Remedy'
 'Tegan And Sara']"
Closer Than Friends,['Surface']
Closer To Fine,['Indigo Girls']
"Closer To Free (From ""Party Of Five"")",['BoDeans']
Closer To Home (I'm Your Captain),['Grand Funk Railroad']
Closer To Love,['Mat Kearney']
Closer To Me,['The Outfield']
Closer To The Edge,['Thirty Seconds To Mars']
Closer To The Heart,['Rush']
Closet Freak,['Cee-Lo']
Clothes Off!!,['Gym Class Heroes']
Cloud Nine,['The Temptations' 'Mongo Santamaria']
Clouds,['Zach Sobiech' 'David Gates']
Cloudy Summer Afternoon (Raindrops),['Barry McGuire']
Clout,['Offset Featuring Cardi B']
Club At The End Of The Street,['Elton John']
Club Can't Handle Me,['Flo Rida Featuring David Guetta']
Club Michelle,['Eddie Money']
Club Paradise,['Drake']
Clubbin,['Marques Houston Featuring Joe Budden & Pied Piper']
Clumsy,['Fergie']
Co-Co,['The Sweet']
CoCo,['O.T. Genasis']
Coal Miner's Daughter,['Loretta Lynn']
Cochise,['Audioslave']
Cocktales,['Too $hort']
Coco Jamboo,['Mr. President']
Cocomotion,['El Coco']
Coconut,['Nilsson']
Coconut Juice,['Tyga Featuring Travis McCoy']
Codeine Dreaming,['Kodak Black Featuring Lil Wayne']
Coffee,['Miguel']
Coffee Bean,['Travis Scott']
Coffee Shop,['Yung Joc Featuring Gorilla Zoe']
Cold,['Crossfade' 'Maroon 5 Featuring Future']
Cold As Ice,['Foreigner']
Cold Blooded,['Rick James']
Cold Cold Winter,['The Pixies Three']
Cold Day In July,['Dixie Chicks']
Cold Feet,['Albert King']
Cold Hard Bitch,['Jet']
Cold Hearted,['Paula Abdul']
Cold Love,['Donna Summer']
Cold One,['Eric Church']
Cold Rock A Party,['MC Lyte']
Cold Shower,['Erin Cruise']
Cold Sweat - Part 1,['James Brown And The Famous Flames']
Cold Turkey,['Plastic Ono Band']
Cold Water,['Major Lazer Featuring Justin Bieber & MO']
Cold Wind Blows,['Eminem']
Cold World,['Genius/GZA Featuring Inspektah Deck']
"Cold, Cold Heart",['Dinah Washington']
Colder Weather,['Zac Brown Band']
"Cole, Cooke & Redding",['Wilson Pickett']
Collard Greens,['ScHoolboy Q Featuring Kendrick Lamar']
Collide,['Howie Day']
Color Him Father,['The Winstons']
Color My World,['Petula Clark']
Colorado,['Danny Holien']
Colors,['Ice-T']
"Colors Of The Wind (From ""Pocahontas"")",['Vanessa Williams']
Colour Of Love,['Amber']
Colours,['Donovan']
Come & Get It,['Selena Gomez']
Come & Talk To Me,['Jodeci']
Come A Little Bit Closer,['Jay & The Americans']
Come A Little Closer,['Dierks Bentley']
Come Again,['Damn Yankees']
Come Along,['Maurice Williams & The Zodiacs']
Come An' Get Yourself Some,['Leon Haywood']
Come And Get It,['Badfinger']
Come And Get Me,['Jackie DeShannon']
Come And Get These Memories,['Martha & The Vandellas']
Come And Get With Me,['Keith Sweat Featuring Snoop Dogg']
Come And Get Your Love,['Real McCoy' 'Redbone' 'Roger Daltrey']
Come And See Me,['PARTYNEXTDOOR Featuring Drake']
Come And Stay With Me,['Marianne Faithfull']
Come As You Are,['Nirvana' 'Peter Wolf']
Come Away To The Water,['Maroon 5 Featuring Rozzi Crane']
Come Baby Come,['K7']
Come Back,"['The J. Geils Band' 'Londonbeat' 'Jimmy Clanton' 'The Five Stairsteps'
 'Johnny Mathis']"
Come Back And Stay,['Paul Young']
Come Back Baby,['Roddie Joy']
Come Back Home,['Bobby Goldsboro']
Come Back Silly Girl,['The Lettermen']
Come Back Song,['Darius Rucker']
Come Back To Earth,['Mac Miller']
Come Back To Me,['David Cook' 'Vanessa Hudgens' 'Janet Jackson']
Come Back When You Grow Up,['Bobby Vee And The Strangers']
Come Clean,['Hilary Duff' 'Jeru The Damaja']
Come Close To Me,['Common Featuring Mary J. Blige']
Come Closer To Me (Acercate Mas),['Nat King Cole']
Come Dance With Me,['Jay & The Americans']
Come Dancing,['The Kinks']
Come Get Her,['Rae Sremmurd']
Come Get It Bae,['Pharrell Williams']
Come Get To This,['Marvin Gaye']
Come Give Your Love To Me,['Janet Jackson']
Come Go With Me,['Expose' 'The Beach Boys' 'Pockets' 'Dion']
Come Home,['The Dave Clark Five' 'OneRepublic With Sara Bareilles' 'Faith Hill']
Come Home Soon,['SHeDAISY']
Come Home With Me Baby,['Dead Or Alive']
Come In From The Rain,['Captain & Tennille']
Come In Out Of The Rain,['Wendy Moten']
Come In Stranger,['Johnny Cash And The Tennessee Two']
Come In With The Rain,['Taylor Swift']
Come Inside,['Intro']
Come Into My Heart,['Lloyd Price and His Orchestra']
Come Into My Life,['Jimmy Cliff']
Come Into My World,['Kylie Minogue']
Come Join The Murder,['The White Buffalo & The Forest Rangers']
Come Live With Me,['Roy Clark' 'Ray Charles']
Come Monday,['Jimmy Buffett']
Come On,['Billy Lawrence Featuring MC Lyte' 'Tommy Roe' 'Barry White']
Come On And Get Me,['Fabian']
Come On And Say It,['The Grass Roots']
Come On And See Me,['Tammi Terrell']
Come On Baby,['Bruce Channel']
Come On Do The Jerk,['The Miracles']
Come On Down To My Boat,"[""Every Mothers' Son""]"
Come On Eileen,"[""Dexy's Midnight Runners""]"
Come On Get Higher,['Matt Nathanson']
Come On Let's Go,['The McCoys']
Come On Little Angel,['The Belmonts']
Come On Over,['Olivia Newton-John' 'Jessica Simpson' 'Shania Twain' 'The Strollers']
Come On Over Baby (All I Want Is You),['Christina Aguilera']
Come On Over To My Place,['The Drifters']
Come On Sock It To Me,['Syl Johnson']
Come On Up,['The Young Rascals']
"Come On, Let's Go",['Los Lobos' 'Ritchie Valens']
"Come On, React!",['The Fireballs']
Come Out And Play,['Billie Eilish']
Come Out Fighting,['Easterhouse']
Come Over,['Kenny Chesney' 'Aaliyah']
Come Over To My Place,['Davina']
Come Prima,['Tony Dallara']
Come Prima (Koma Preema),['Polly Bergen']
Come Rain Or Come Shine,['Ray Charles']
Come Running,['Van Morrison']
Come Running Back,['Dean Martin']
Come Sail Away,['Styx']
Come Saturday Morning,['The Sandpipers']
Come See,['Major Lance']
Come See About Me,['Jr. Walker & The All Stars' 'The Supremes' 'Nella Dodds']
Come See Me,['112']
Come September,['Billy Vaughn And His Orchestra']
Come Share The Good Times With Me,['Julie Monday']
Come Softly To Me,['The Fleetwoods' 'Ronnie Height' 'The New Seekers']
Come Thru,['Summer Walker & Usher' 'Drake']
Come To Me,"['France Joli' 'Marv Johnson' 'Diddy Featuring Nicole Scherzinger'
 'Tommy James And The Shondells' 'Aretha Franklin' 'Otis Redding']"
Come To Me Softly,['Jimmy James & The Vagabonds']
Come To My Window,['Melissa Etheridge']
Come To The Sunshine,['Harpers Bizarre']
Come Together,['Aerosmith' 'Ike & Tina Turner & The Ikettes']
Come Together/Something,['The Beatles']
Come Tomorrow,['Manfred Mann']
Come Undone,['Duran Duran']
Come Wake Me Up,['Rascal Flatts']
Come What May,['Clyde McPhatter']
Come With Me,"['Puff Daddy Featuring Jimmy Page' 'Shai'
 'Keith Sweat (Featuring Ronald Isley)']"
Come With Me Now,['KONGOS']
Comedown,['Bush']
Comfortable,['K Camp']
Comforter,['Shai']
Comin Out Strong,['Future Featuring The Weeknd']
Comin' Down Tonight,['Thirty Eight Special']
Comin' Down With Love,['Mel Gadson']
Comin' Home,['Delaney & Bonnie & Friends/Eric Clapton']
Comin' Home Baby,['Mel Torme']
Comin' In And Out Of Your Life,['Barbra Streisand']
Comin' In The Back Door,['The Baja Marimba Band']
Comin' On,"[""Bill Black's Combo""]"
Comin' On Strong,['Sudden Change']
Comin' On Too Strong,['Wayne Newton']
Comin' To Your City,['Big & Rich']
Coming Around Again,['Carly Simon']
Coming Back To You,['Maxine Brown']
Coming Down From Love,['Bobby Caldwell']
Coming Home,"['Diddy - Dirty Money Featuring Skylar Grey' 'Cinderella'
 'Keith Urban Featuring Julia Michaels']"
Coming Home Soldier,['Bobby Vinton']
Coming Of Age,['Damn Yankees']
Coming On Strong,['Brenda Lee']
Coming Out Of The Dark,['Gloria Estefan']
Coming To America,['The System']
Coming Undone,['Korn']
Coming Up (Live At Glasgow),['Paul McCartney And Wings']
Coming Up Close,"[""'Til Tuesday""]"
Coming Up You,['The Cars']
Commas,['Future']
Commitment Of The Heart,['Clive Griffin']
Commotion,['Creedence Clearwater Revival']
Communication,['The Power Station' 'Spandau Ballet']
Communication Breakdown,['Roy Orbison']
Company,['Justin Bieber']
Compared To What,['Les McCann & Eddie Harris']
Compass,['Lady Antebellum']
Competition Ain't Nothin',['Little Carl Carlton']
Completely,['Michael Bolton']
Complicated,['Avril Lavigne']
"Computer Game ""Theme From The Circus""",['Yellow Magic Orchestra']
Con Calma,['Daddy Yankee & Katy Perry Featuring Snow']
Concealed Weapons,['The J. Geils Band']
Conceited (There's Something About Remy),['Remy Ma']
Concrete And Clay,['Unit Four plus Two' 'Eddie Rambeau']
Concrete Angel,['Martina McBride']
Condition Red,['The Goodees']
Coney Island Baby,['The Excellents']
Confession,['Florida Georgia Line']
Confessions Of A Broken Heart (Daughter To Father),['Lindsay Lohan']
Confessions Of A Dangerous Mind,['Logic']
Confessions Part II,['Usher']
Confident,['Demi Lovato' 'Justin Bieber Featuring Chance The Rapper']
Confusion,['Electric Light Orchestra']
Conga,['Miami Sound Machine']
Congratulations,['Post Malone Featuring Quavo' 'Rick Nelson' 'Vesta' 'Cliff Richard']
Connected,"[""Stereo MC's""]"
Connection,['Elastica']
Conqueror,['Empire Cast Featuring Estelle & Jussie Smollett']
Conquistador,['Procol Harum']
Conscience,['James Darren' 'Kodak Black Featuring Future']
Consequences,['Camila Cabello']
Consider Me Gone,['Reba']
Constant Craving,['k.d. lang' 'Glee Cast']
Constant Rain (Chove Chuva),"[""Sergio Mendes & Brasil '66""]"
Constantly,['Immature']
Contact,['Edwin Starr']
Contagious,['The Isley Brothers Featuring Ronald Isley']
Contra,['Logic']
Control,['Janet Jackson' 'Puddle Of Mudd']
Control Myself,['LL Cool J Featuring Jennifer Lopez']
Control Of Me,['Les Emmerson']
Controlla,['Drake']
Controversy,['Prince']
Convention '72,['The Delegates']
Conviction Of The Heart,['Kenny Loggins']
Convoy,['C.W. McCall']
Coo Coo,['Big Brother And The Holding Company']
Coo-Coo Chee,['Ric-A-Che Featuring Darija']
CooCoo-U,['The Kingston Trio']
Cook With Honey,['Judy Collins']
Cookie Jar,['Gym Class Heroes Featuring The-Dream']
Cookin',['Al Casey Combo']
Cool,['Jonas Brothers' 'Gwen Stefani']
Cool (Part 1),['The Time']
Cool Aid,['Paul Humphrey & His Cool Aid Chemists']
Cool As Ice (Everybody Get Loose),['Vanilla Ice']
Cool Change,['Little River Band']
Cool For The Summer,['Demi Lovato']
Cool Girl,['Tove Lo']
Cool It Now,['New Edition']
Cool Jerk,['The Capitols']
Cool Kids,['Echosmith']
Cool Love,['Pablo Cruise']
Cool Magic,['The Steve Miller Band']
Cool Night,['Paul Davis']
Cool Places,['Sparks & Jane Wiedlin']
Cool Water,['Jack Scott']
Cooler Than Me,['Mike Posner']
